doc_id,state,source_path,effective_date,end_date,duration,end_date_source,validity_status,validity_evidence,evidence_short,error
Utah/Utah_10,Utah,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_10.txt,2008-01-01,2021-01-01,,,found,"[{""text"": ""RECOGNIZING the importance the English and Chinese languages carry as means of cross-cultural communication, and of the valuable role they play in the people to people exchanges between the US and China; DRIVEN by the same desire to strengthen ties between the citizens of their respective territories and to cooperate in the education, business, and technology efforts both parties are exerting to design the teaching model of this new age; CONSCIOUS of the possibilities the collaboration of both parties can offer to the field of education; ACKNOWLEDGING the grand vision of dual language education in the State of Utah as indicated in State International Initiatives (Senate Bill 41-2008 and Senate Bill 117- 2018), the Governor's Language Summit, and the Governor's World Language Council."", ""timex_text"": ""2008"", ""timex_type"": ""DATE"", ""timex_value"": ""2008""}, {""text"": ""RECOGNIZING the importance the English and Chinese languages carry as means of cross-cultural communication, and of the valuable role they play in the people to people exchanges between the US and China; DRIVEN by the same desire to strengthen ties between the citizens of their respective territories and to cooperate in the education, business, and technology efforts both parties are exerting to design the teaching model of this new age; CONSCIOUS of the possibilities the collaboration of both parties can offer to the field of education; ACKNOWLEDGING the grand vision of dual language education in the State of Utah as indicated in State International Initiatives (Senate Bill 41-2008 and Senate Bill 117- 2018), the Governor's Language Summit, and the Governor's World Language Council."", ""timex_text"": ""2018"", ""timex_type"": ""DATE"", ""timex_value"": ""2018""}, {""text"": ""1, 2021), https://perma.cc/DW97-FSA2 (discussing suspicions that the Institute spreads propaganda and gathers intelligence for the Chinese government but suggesting that the suspicions are generally unwarranted)."", ""timex_text"": ""2021"", ""timex_type"": ""DATE"", ""timex_value"": ""2021""}, {""text"": ""ARTICLE II Program Components The basic means of cooperation between Hanban and the BOARD OF EDUCATION will be implemented through the following possible programs upon further negotiations on each: 1) Establishing Confucius Institutes and Classrooms; 2 Selecting and inviting qualified visiting teachers, and volunteer teaching assistants from China; - Developing and acquiring teaching materials suitable for Chinese language immersion teaching in Utah; 4 Offering scholarships for students with high academic achievements in Chinese language learning; 5) Providing student immersive summer camp experiences in China; 6) Facilitating educators and school administrators' visiting professional development programs in Utah and China; 7) Conducting educator professional learning under the direction of Utah State Board of Education; 8) Organizing Chinese language immersion conference to advance the scholarship of teaching and learning; 9) Collaborating on exchanges with visiting Chinese students and educators; 10) Coordinating efforts on additional initiatives as mutually agreed upon."", ""timex_text"": ""summer"", ""timex_type"": ""DATE"", ""timex_value"": ""2021-SU""}, {""text"": ""HANBAN: 129 Deshengmenwai Street Xicheng Distrct Beijing, China 100088 Tel: 86-10-58595858 Fax: 86-10-58595900 email: zonghe@hanban.org BOARD OF EDUCATION: 250 East 500 South Salt Lake City, Utah 84114 United States of America Tel:801-538-7500 Fax:801-538-7699 email: Authorized Signatories."", ""timex_text"": ""100088"", ""timex_type"": ""DATE"", ""timex_value"": ""1000-8-8""}]","RECOGNIZING the importance the English and Chinese languages carry as means of cross-cultural communication, and of the …",
Utah/Utah_11,Utah,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_11.txt,2017-10-22,,Ten Year,,found,"[{""text"": ""To encourage collaboration in research and development in the energy sphere between Jordanian and Utah universities as well as, public and private research institutions building on Utah's Energy Research Triangle Program that addresses Utah specific energy and natural resource challenges identified in the Governor of Utah Ten Year Energy Plan."", ""timex_text"": ""Ten Year"", ""timex_type"": ""DURATION"", ""timex_value"": ""P10Y""}, {""text"": ""This Memorandum of Understanding will be effective from the date of its signatureand does not create any legally binding rights or obligations for either side.Signed in the city of Amman, Jordan on 22 October, 2017."", ""timex_text"": ""22 October, 2017"", ""timex_type"": ""DATE"", ""timex_value"": ""2017-10-22""}]",To encourage collaboration in research and development in the energy sphere between Jordanian and Utah universities as w…,
Utah/Utah_12,Utah,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_12.txt,2007-06-28,2007-06-28,up to three years,explicit,found,"[{""text"": ""MEMORANDUM OF UNDERSTANDING BETWEEN THE MINISTRY OF FOREIGN AFFAIRS (SRE) AND THE MINISTRY OF PUBLIC EDUCATION (SEP) OF THE UNITED STATES OF MEXICO, AND THE UTAH STATE BOARD OF EDUCATION OF THE UNITED STATES OF AMERICA The Ministry of Foreign Affairs, through, the Mexican Consulate of Mexico in Salt Lake City, Utah), the Institute of Mexicans Abroad, and the Ministry of Public Education (SEP) of the United States of Mexico, and the State Superintendent of Public Instruction, of the State of Utah, of the United States of America, are hereinafter referred to as \""the Parties\""; e CONSIDERING the accomplishment achieved by the Parties in the development of a series of programs focused on the advancement and training of educational personnel from both countries who serve the needs of the Spanish-speaking population; RECOGNIZING the importance of establishing collaborative programs that serve mutual needs and interests; CONSIDERING the linguistic and cultural richness of the Mexican and Hispanic heritages in the State of Utah, together with its historical ties with Mexico, which bestow a special quality upon Alternative Language Services Programs and Multicultural Education that are supported by the State of Utah; TAKING INTO ACCOUNT that this historical tradition has been reflected in the ML various bilateral agreements between the Governments of Mexico and Utah; IN ACCORDANCE WITH the precepts of Appendix VIII of the Memorandum of Understanding on Education between the Government of the United States of Mexico and the Government of the United States of America, on the 9jof November of 2004; Have agreed to the following: itural ARTICLE I Objectives The present Memorandum of Understanding has as its objectives the establishment of cooperation between the Parties to further the development of mutual knowledge of both educational systems; and to support the linguistic and academic development of Spanish-speaking students, including Mexican students in the state of Utah, and other students participating in the Utah Alternative Language Services Programs, through the Visiting Teacher's Program."", ""timex_text"": ""November of 2004"", ""timex_type"": ""DATE"", ""timex_value"": ""2004-11""}, {""text"": ""annually publish the Memorandum for the Visiting Teachers' Program; b."", ""timex_text"": ""annually"", ""timex_type"": ""SET"", ""timex_value"": ""XXXX""}, {""text"": ""grant year to year unpaid leaves for a period of up to three years, upon a commitment from participating teachers, to return to work in the Mexican educational system once their participation in the Visiting Teacher Program has ended, in accordance with laws applicable to the subject matter; and j."", ""timex_text"": ""up to three years"", ""timex_type"": ""DURATION"", ""timex_value"": ""P3Y""}, {""text"": ""grant year to year unpaid leaves for a period of up to three years, upon a commitment from participating teachers, to return to work in the Mexican educational system once their participation in the Visiting Teacher Program has ended, in accordance with laws applicable to the subject matter; and j."", ""timex_text"": ""three years"", ""timex_type"": ""DURATION"", ""timex_value"": ""P3Y""}, {""text"": ""grant year to year unpaid leaves for a period of up to three years, upon a commitment from participating teachers, to return to work in the Mexican educational system once their participation in the Visiting Teacher Program has ended, in accordance with laws applicable to the subject matter; and j."", ""timex_text"": ""three years"", ""timex_type"": ""DURATION"", ""timex_value"": ""P3Y""}]",MEMORANDUM OF UNDERSTANDING BETWEEN THE MINISTRY OF FOREIGN AFFAIRS (SRE) AND THE MINISTRY OF PUBLIC EDUCATION (SEP) OF …,
Utah/Utah_13,Utah,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_13.txt,2018-04-01,2018-08-01,,,found,"[{""text"": ""OF THE S MEMORANDUM OF UNDERSTANDING BETWEEN THE SECRETARIAT OF ECONOMIC DEVELOPMENT OF BAJA CALIFORNIA OF THE UNITED MEXICAN STATES AND UTAH GOVERNOR'S OFFICE OF ENERGY DEVELOPMENT The Secretariat of Economic Development of the State of Baja California of the United Mexican States and the State of Utah's Governor's Office of Energy Development, hereinafter collectively referred to as the Participants\""; DESIRING to promote long-term collaboration for the mutual benefit of advancing infrastructure, technology and trade opportunities with the state of Baja California, including access to the export of natural energy resources of the State of Utah through the Port of Ensenada, from the State of Baja California; WHEREAS after The Utah Governor's trade mission to Baja California in April 2018, and the subsequent meetings of the Participants, and expressed enter mutual desire to enter into a Memorandum of Understanding with the following objectives."", ""timex_text"": ""April 2018"", ""timex_type"": ""DATE"", ""timex_value"": ""2018-04""}, {""text"": ""of august in two original copies English and Spanish Language, all texts being equally valid."", ""timex_text"": ""august"", ""timex_type"": ""DATE"", ""timex_value"": ""2018-08""}]",OF THE S MEMORANDUM OF UNDERSTANDING BETWEEN THE SECRETARIAT OF ECONOMIC DEVELOPMENT OF BAJA CALIFORNIA OF THE UNITED ME…,
Utah/Utah_14,Utah,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_14.txt,,,one-year,,found,"[{""text"": ""These should be qualified, locally selected and currently teaching in accredited education institutions."", ""timex_text"": ""currently"", ""timex_type"": ""DATE"", ""timex_value"": ""PRESENT_REF""}, {""text"": ""At the end of the agreement, it is renewable by tacit agreement for further one-year periods."", ""timex_text"": ""one-year"", ""timex_type"": ""DURATION"", ""timex_value"": ""P1Y""}]","These should be qualified, locally selected and currently teaching in accredited education institutions.",
Utah/Utah_15,Utah,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_15.txt,2021-01-01,2022-01-01,four years,,found,"[{""text"": ""Jesùs Fernandez Gonzalez, by means of delegation of signature from the Deputy Minister of Education and Vocational Training, (art 13.3 of the order EFP/43/2021, of January 21, 2021, on delegation of authority) And, THE UTAH STATE BOARD OF EDUCATION (hereinafter referred to as the Board), represented by the State Superintendent of Public Instruction Dr."", ""timex_text"": ""2021"", ""timex_type"": ""DATE"", ""timex_value"": ""2021""}, {""text"": ""Jesùs Fernandez Gonzalez, by means of delegation of signature from the Deputy Minister of Education and Vocational Training, (art 13.3 of the order EFP/43/2021, of January 21, 2021, on delegation of authority) And, THE UTAH STATE BOARD OF EDUCATION (hereinafter referred to as the Board), represented by the State Superintendent of Public Instruction Dr."", ""timex_text"": ""January 21, 2021"", ""timex_type"": ""DATE"", ""timex_value"": ""2021-01-21""}, {""text"": ""Purpose of the Agreement The Ministry and the Board of Education, hereinafter referred to as the \""Signatories\"", have agreed as follows: Recognizing the importance of the English and Spanish languages, both as a means of communication between individuals as well as countries, and of the valuable role that they play in the exchange of ideas in the fields of education, economics, science and culture; Equally determined to strengthen ties between the citizens ofthe Kingdom of Spain and the State of Utah and willing to cooperate in the endeavors that both administrations are dedicating to the design of educational models for this century, of which interculturalism will be an essential element; the Signatories will seek to promote collaborative opportunities that both organizations can offer in the field of education."", ""timex_text"": ""this century"", ""timex_type"": ""DATE"", ""timex_value"": ""20""}, {""text"": ""This memorandum is effective from the date of its signature and has a duration of four years and will be renewed for a period of up: to four additional years by express agreement ofthe signatories."", ""timex_text"": ""four years"", ""timex_type"": ""DURATION"", ""timex_value"": ""P4Y""}, {""text"": ""This memorandum may be annulled by either party provided that at least a three-month written notice is given."", ""timex_text"": ""three-month"", ""timex_type"": ""DURATION"", ""timex_value"": ""P3M""}]","Jesùs Fernandez Gonzalez, by means of delegation of signature from the Deputy Minister of Education and Vocational Train…",
Utah/Utah_16,Utah,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_16.txt,2000-01-01,,two,,found,"[{""text"": ""II.2 Teacher Exchanges The Board and the Académie de Créteil agree to develop through the Jules Verne Program or equivalent, exchange programs of two to three years for French teachers of Elementary Education to come to Utah to teach French Dual Language Immersion."", ""timex_text"": ""two"", ""timex_type"": ""DURATION"", ""timex_value"": ""P2Y""}, {""text"": ""II.2 Teacher Exchanges The Board and the Académie de Créteil agree to develop through the Jules Verne Program or equivalent, exchange programs of two to three years for French teachers of Elementary Education to come to Utah to teach French Dual Language Immersion."", ""timex_text"": ""three years"", ""timex_type"": ""DURATION"", ""timex_value"": ""P3Y""}, {""text"": ""These may include: II.4.1 Individual short-term exchanges (two weeks to three months) for students within the administrative oversight oft the signatory parties during the school year and 2 during the holidays."", ""timex_text"": ""two weeks"", ""timex_type"": ""DURATION"", ""timex_value"": ""P2W""}, {""text"": ""These may include: II.4.1 Individual short-term exchanges (two weeks to three months) for students within the administrative oversight oft the signatory parties during the school year and 2 during the holidays."", ""timex_text"": ""three months"", ""timex_type"": ""DURATION"", ""timex_value"": ""P3M""}, {""text"": ""It is renewable by tacit agreement for further one-year periods."", ""timex_text"": ""one-year"", ""timex_type"": ""DURATION"", ""timex_value"": ""P1Y""}]",II.2 Teacher Exchanges The Board and the Académie de Créteil agree to develop through the Jules Verne Program or equival…,
Utah/Utah_17,Utah,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_17.txt,2012-01-01,2606-01-01,two year,,found,"[{""text"": ""The individual schools will be responsible for carrying out the projects, 11.2 Teacher and administrator exchanges The Board and the Parana State Secretary of Science, Technology and Higher Education agree to develop two year exchange programs for Brazilian teachers of Elementary Education to come to Utah to teach Portuguese Dual Language Immersion."", ""timex_text"": ""two year"", ""timex_type"": ""DURATION"", ""timex_value"": ""P2Y""}, {""text"": ""These experiences may include: 2 11.4.1 Individual short term exchanges (two weeks to three months) for Utah or Parana students during the school year and during holiday breaks or summer vacations."", ""timex_text"": ""two weeks"", ""timex_type"": ""DURATION"", ""timex_value"": ""P2W""}, {""text"": ""These experiences may include: 2 11.4.1 Individual short term exchanges (two weeks to three months) for Utah or Parana students during the school year and during holiday breaks or summer vacations."", ""timex_text"": ""three months"", ""timex_type"": ""DURATION"", ""timex_value"": ""P3M""}, {""text"": ""These experiences may include: 2 11.4.1 Individual short term exchanges (two weeks to three months) for Utah or Parana students during the school year and during holiday breaks or summer vacations."", ""timex_text"": ""summer"", ""timex_type"": ""DATE"", ""timex_value"": ""XXXX-SU""}, {""text"": ""11.5.2 To promote reflection among educators from both regions, on themes jointly chosen, through study groups (think tanks) held once or twice a year in each region with an exchange of results or findings."", ""timex_text"": ""twice a year"", ""timex_type"": ""SET"", ""timex_value"": ""P1Y""}]","The individual schools will be responsible for carrying out the projects, 11.2 Teacher and administrator exchanges The B…",
Utah/Utah_18,Utah,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_18.txt,2007-01-01,,about three weeks,,found,"[{""text"": ""- The USOE and the Ministry agree to invite the schools districts program and will select those that will participate each year."", ""timex_text"": ""each year"", ""timex_type"": ""SET"", ""timex_value"": ""P1Y""}, {""text"": ""- Students/Educators Exchange Program: The Ministry and the USOE agree to discuss the establishment of exchanges between schools in Utah and Spain for groups of up to 15 students accompanied by a teacher, for a period of time of about three weeks, to occur at such time as to allow each group to attend regular school in the host country, apart from participating in other activities organized by the receiving school."", ""timex_text"": ""about three weeks"", ""timex_type"": ""DURATION"", ""timex_value"": ""P3W""}, {""text"": ""EVALUATION Annually, representatives of the Ministry and the USOE will develop a report relative to the application of this program."", ""timex_text"": ""Annually"", ""timex_type"": ""SET"", ""timex_value"": ""XXXX""}, {""text"": ""- This MOU is established for four years and can be cancelled by any party on demand, provided that at least six months notice is given."", ""timex_text"": ""four years"", ""timex_type"": ""DURATION"", ""timex_value"": ""P4Y""}, {""text"": ""- This MOU is established for four years and can be cancelled by any party on demand, provided that at least six months notice is given."", ""timex_text"": ""at least six months"", ""timex_type"": ""DURATION"", ""timex_value"": ""P6M""}]",- The USOE and the Ministry agree to invite the schools districts program and will select those that will participate ea…,
Utah/Utah_19,Utah,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_19.txt,2023-05-01,2023-06-22,45 days,,found,"[{""text"": ""Memorandum of Understanding on economic cooperation and trade relations between the US state of Utah and the United Kingdom Published 22 June 2023 This Memorandum of Understanding (\""MOU\"") is made by and between the Government of the United Kingdom of Great Britain and Northern Ireland (\""the United Kingdom\"") and the State of Utah in the United States of America (\""the State of Utah\""), (collectively, the \""Participants\"" and each a Participant\"")."", ""timex_text"": ""22 June 2023"", ""timex_type"": ""DATE"", ""timex_value"": ""2023-06-22""}, {""text"": ""This may include supporting regulators and professional bodies interested in pursuing recognition arrangements for professional qualifications Section 3: activities and initiatives 1."", ""timex_text"": ""This may"", ""timex_type"": ""DATE"", ""timex_value"": ""2023-05""}, {""text"": ""This may include supporting regulators and professional bodies interested in pursuing recognition arrangements for professional qualifications Section 3: activities and initiatives 1."", ""timex_text"": ""This may"", ""timex_type"": ""DATE"", ""timex_value"": ""2023-05""}, {""text"": ""Either Participant may terminate this MOU by providing 45 days' written notice of its withdrawal to the other Participant."", ""timex_text"": ""45 days"", ""timex_type"": ""DURATION"", ""timex_value"": ""P45D""}, {""text"": ""Memorandum of Understanding on economic cooperation and trade relations between the US state of Utah and the United Kingdom Published 22 June 2023 This Memorandum of Understanding (\""MOU\"") is made by and between the Government of the United Kingdom of Great Britain and Northern Ireland (\""the United Kingdom\"") and the State of Utah in the United States of America (\""the State of Utah\""), (collectively, the \""Participants\"" and each a Participant\"")."", ""timex_text"": ""22 June 2023"", ""timex_type"": ""DATE"", ""timex_value"": ""2023-06-22""}]",Memorandum of Understanding on economic cooperation and trade relations between the US state of Utah and the United King…,
Utah/Utah_2,Utah,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_2.txt,2009-07-01,2009-08-02,,,found,"[{""text"": ""of government: and thel private sector; WHEREAS state attorneys general of the United States of America and: the United Mexican States are committed to strengthening binational cooperation as expressed at the August 1-2, 2009, 2nd Meeting of United States - Mexico Attorneys General hosted by the Conference of Western Attorneys General (CWAG) and."", ""timex_text"": ""August 1"", ""timex_type"": ""DATE"", ""timex_value"": ""2009-08-01""}, {""text"": ""of government: and thel private sector; WHEREAS state attorneys general of the United States of America and: the United Mexican States are committed to strengthening binational cooperation as expressed at the August 1-2, 2009, 2nd Meeting of United States - Mexico Attorneys General hosted by the Conference of Western Attorneys General (CWAG) and."", ""timex_text"": ""2, 2009"", ""timex_type"": ""DATE"", ""timex_value"": ""2009-08-02""}, {""text"": ""current international conditions-and challenges to combat organized."", ""timex_text"": ""current"", ""timex_type"": ""DATE"", ""timex_value"": ""PRESENT_REF""}, {""text"": ""The interested parties subscribe thts Letter ofintent,signed andratified-by the undersigned on this 20th day of) July of2014 In Park City, Utah, Signature: A 3 Sulur Name: Sohn W."", ""timex_text"": ""July"", ""timex_type"": ""DATE"", ""timex_value"": ""2009-07""}]",of government: and thel private sector; WHEREAS state attorneys general of the United States of America and: the United …,
Utah/Utah_20,Utah,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_20.txt,2016-02-24,,,,found,"[{""text"": ""This MOU takes effect from February 24, 2016, concluded in duplicate, with each of the two parties holding one copy."", ""timex_text"": ""February 24, 2016"", ""timex_type"": ""DATE"", ""timex_value"": ""2016-02-24""}]","This MOU takes effect from February 24, 2016, concluded in duplicate, with each of the two parties holding one copy.",
Utah/Utah_21,Utah,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_21.txt,2019-01-01,2019-09-18,,,found,"[{""text"": ""In commemoration of their deep and enduring friendship, and in recognition of the State ofUtah as the first Sister Region of Gyeonggi Province, both parties will consider participation by the State of Utah in the \""Gyeonggi World Garden\"" (tentatively named) to be launched in 2019 in Gyeonggi Province."", ""timex_text"": ""2019"", ""timex_type"": ""DATE"", ""timex_value"": ""2019""}, {""text"": ""Signed on the 18th of September in Suwon City of Gyeonggi Province in the Republic of Korea, this Memorandum of Understanding is executed in duplicate in English and Korean, with both texts being equally authentic."", ""timex_text"": ""the 18th of September"", ""timex_type"": ""DATE"", ""timex_value"": ""2019-09-18""}]","In commemoration of their deep and enduring friendship, and in recognition of the State ofUtah as the first Sister Regio…",
Utah/Utah_22,Utah,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_22.txt,2017-06-22,2018-01-01,,,found,"[{""text"": ""The Foreign Affairs and Overseas Chinese Affairs Office of Jiangxi and the Governor's Office of Economic Development of Utah shall confirm an exchange plan for the 2018 Jiangxi Province Government Delegation and for future visits."", ""timex_text"": ""2018"", ""timex_type"": ""DATE"", ""timex_value"": ""2018""}, {""text"": ""The Foreign Affairs and Overseas Chinese Affairs Office of Jiangxi and the Governor's Office of Economic Development of Utah shall confirm an exchange plan for the 2018 Jiangxi Province Government Delegation and for future visits."", ""timex_text"": ""2018"", ""timex_type"": ""DATE"", ""timex_value"": ""2018""}, {""text"": ""Signed in duplicate in Salt Lake City, Utah on June 22nd, 2017 in Chinese and English languages, with corroborating texts being equally authentic."", ""timex_text"": ""June 22nd, 2017"", ""timex_type"": ""DATE"", ""timex_value"": ""2017-06-22""}]",The Foreign Affairs and Overseas Chinese Affairs Office of Jiangxi and the Governor's Office of Economic Development of …,
Utah/Utah_3,Utah,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_3.txt,,,,,uncertain,"[{""text"": ""collaborative partnerships among numerous stakeholders at all levels of government: and the private sector; WHEREAS the state attorneys generalof the United StatesiofAmerica and the Attorney General of the Republic ofEl Salvadorare committed tor strengthening binational cooperation; WHEREAS current international conditions and challenges-to combat organized crime, as."", ""timex_text"": ""current"", ""timex_type"": ""DATE"", ""timex_value"": ""PRESENT_REF""}]",collaborative partnerships among numerous stakeholders at all levels of government: and the private sector; WHEREAS the …,
Utah/Utah_4,Utah,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_4.txt,,,two weeks,,found,"[{""text"": ""(2) For each contract offered to a teacher from Germany new to Utah by a participating school district, one educator from that school or district will receive one scholarship to attend an Educational Enrichment Program (EEP) in Berlin the same summer."", ""timex_text"": ""summer"", ""timex_type"": ""DATE"", ""timex_value"": ""XXXX-SU""}, {""text"": ""The EEP will be two weeks long."", ""timex_text"": ""two weeks"", ""timex_type"": ""DURATION"", ""timex_value"": ""P2W""}, {""text"": ""Currently the program is operated by Checkpoint Charlie Foundation."", ""timex_text"": ""Currently"", ""timex_type"": ""DATE"", ""timex_value"": ""PRESENT_REF""}, {""text"": ""It will remain in effect until either side gives notice by no later than September 1st of the academic year prior to the academic year for which it wishes to cancel the agreement."", ""timex_text"": ""September 1st"", ""timex_type"": ""DATE"", ""timex_value"": ""XXXX-09-01""}]","(2) For each contract offered to a teacher from Germany new to Utah by a participating school district, one educator fro…",
Utah/Utah_5,Utah,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_5.txt,0003-06-23,2016-06-01,5 years,,found,"[{""text"": ""MEMORANDUM OF ECONOMIC AND TRADE COOPERATION BETWEEN SICHUAN PROVINCIAL DEPARTMENT OF COMMERCE AND UTAH GOVERNOR'S OFFICE OF ECONOMIC DEVELOPMENT - - O1 AT June 2016 (Salt Lake, United States) 2016 F 6 F With intention to strengthen trade and economic cooperation, as well as to promote investment between Sichuan and State of Utah, Sichuan Provincial Department of Commerce (Hereinafter referred to as \""Party A\"") and the Utah Governor's Office of Economic Development (Hereinafter referred to as \""Party B\"") have reached the following MOU: PTTMATOTM \""FFJ\"" TIVLIL ATT \""ZJ\"" ), J1E 12 MATFSTL XEDATOHX: Article 1: Based on the principles of mutual benefit and development, the parties will make efforts to develop more opportunities for cooperation between Utah and Sichuan enterprises."", ""timex_text"": ""June 2016"", ""timex_type"": ""DATE"", ""timex_value"": ""2016-06""}, {""text"": ""MEMORANDUM OF ECONOMIC AND TRADE COOPERATION BETWEEN SICHUAN PROVINCIAL DEPARTMENT OF COMMERCE AND UTAH GOVERNOR'S OFFICE OF ECONOMIC DEVELOPMENT - - O1 AT June 2016 (Salt Lake, United States) 2016 F 6 F With intention to strengthen trade and economic cooperation, as well as to promote investment between Sichuan and State of Utah, Sichuan Provincial Department of Commerce (Hereinafter referred to as \""Party A\"") and the Utah Governor's Office of Economic Development (Hereinafter referred to as \""Party B\"") have reached the following MOU: PTTMATOTM \""FFJ\"" TIVLIL ATT \""ZJ\"" ), J1E 12 MATFSTL XEDATOHX: Article 1: Based on the principles of mutual benefit and development, the parties will make efforts to develop more opportunities for cooperation between Utah and Sichuan enterprises."", ""timex_text"": ""2016"", ""timex_type"": ""DATE"", ""timex_value"": ""2016""}, {""text"": ""This memorandum is in effect from the date of signature by both parties, and is valid for 5 years."", ""timex_text"": ""5 years"", ""timex_type"": ""DURATION"", ""timex_value"": ""P5Y""}, {""text"": ""The MOU will be automatically extended five years after the expiry unless either party, in advance of at least six months before 2 the expiry of the memorandum, notifies the other party in writing of their desire to terminate the memorandum."", ""timex_text"": ""five years"", ""timex_type"": ""DURATION"", ""timex_value"": ""P5Y""}, {""text"": ""The MOU will be automatically extended five years after the expiry unless either party, in advance of at least six months before 2 the expiry of the memorandum, notifies the other party in writing of their desire to terminate the memorandum."", ""timex_text"": ""at least six months"", ""timex_type"": ""DURATION"", ""timex_value"": ""P6M""}]",MEMORANDUM OF ECONOMIC AND TRADE COOPERATION BETWEEN SICHUAN PROVINCIAL DEPARTMENT OF COMMERCE AND UTAH GOVERNOR'S OFFIC…,
Utah/Utah_6,Utah,d:\NLP_Project_tasks_6_8_11\OCR_output\Utah\Utah_6.txt,2019-08-26,2019-08-26,one month,,found,"[{""text"": ""GOVERNORSO OFFICEO a ENERGY PORSOERICEGSE anoxongunahs.Cegy/hibse Energy Department Government of Rajasthan MEMORANDUM OF UNDERSTANDING BETWEEN GOVERNOR'S OFFICE OF ENERGY DEVELOPMENT STATE OF UTAH, UNITED STATES OF AMERICA AND ENERGY DEPARTMENT GOVERNMENT OF RAJASTHAN, INDIA Date: 26t of August, 2019 fie 26."", ""timex_text"": ""August"", ""timex_type"": ""DATE"", ""timex_value"": ""XXXX-08""}, {""text"": ""GOVERNORSO OFFICEO a ENERGY PORSOERICEGSE anoxongunahs.Cegy/hibse Energy Department Government of Rajasthan MEMORANDUM OF UNDERSTANDING BETWEEN GOVERNOR'S OFFICE OF ENERGY DEVELOPMENT STATE OF UTAH, UNITED STATES OF AMERICA AND ENERGY DEPARTMENT GOVERNMENT OF RAJASTHAN, INDIA Date: 26t of August, 2019 fie 26."", ""timex_text"": ""2019"", ""timex_type"": ""DATE"", ""timex_value"": ""2019""}, {""text"": ""GOVERNORSO OFFICEO a ENERGY PORSOERICEGSE anoxongunahs.Cegy/hibse Energy Department Government of Rajasthan MEMORANDUM OF UNDERSTANDING BETWEEN GOVERNOR'S OFFICE OF ENERGY DEVELOPMENT STATE OF UTAH, UNITED STATES OF AMERICA AND ENERGY DEPARTMENT GOVERNMENT OF RAJASTHAN, INDIA Date: 26t of August, 2019 fie 26."", ""timex_text"": ""August"", ""timex_type"": ""DATE"", ""timex_value"": ""2019-08""}, {""text"": ""GOVERNORSO OFFICEO a ENERGY PORSOERICEGSE anoxongunahs.Cegy/hibse Energy Department Government of Rajasthan MEMORANDUM OF UNDERSTANDING BETWEEN GOVERNOR'S OFFICE OF ENERGY DEVELOPMENT STATE OF UTAH, UNITED STATES OF AMERICA AND ENERGY DEPARTMENT GOVERNMENT OF RAJASTHAN, INDIA Date: 26t of August, 2019 fie 26."", ""timex_text"": ""2019"", ""timex_type"": ""DATE"", ""timex_value"": ""2019""}, {""text"": ""GOVERNORSO OFFICEO a ENERGY PORSOERICEGSE anoxongunahs.Cegy/hibse Energy Department Government of Rajasthan MEMORANDUM OF UNDERSTANDING BETWEEN GOVERNOR'S OFFICE OF ENERGY DEVELOPMENT STATE OF UTAH, UNITED STATES OF AMERICA AND ENERGY DEPARTMENT GOVERNMENT OF RAJASTHAN, INDIA Date: 26t of August, 2019 fie 26."", ""timex_text"": ""August"", ""timex_type"": ""DATE"", ""timex_value"": ""2019-08""}]",GOVERNORSO OFFICEO a ENERGY PORSOERICEGSE anoxongunahs.Cegy/hibse Energy Department Government of Rajasthan MEMORANDUM O…,
